20,20,,,,,,,,,,,,,,,,,,
wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall
wall,player,floor,floor,floor,floor,floor,door:red,key:red,floor,flippers,water,water,water,floor,wall,wall,wall,wall,wall
wall,floor,wall,wall,wall,wall,wall,wall,wall,floor,wall,wall,wall,wall,floor,wall,wall,wall,wall,wall
wall,floor,floor,enemy:straight:r,floor,floor,wall,floor,floor,floor,wall,floor,enemy:dumb,wall,floor,floor,floor,floor,floor,wall
wall,wall,wall,teleporter:0,wall,wall,wall,floor,wall,wall,wall,floor,floor,wall,floor,floor,floor,floor,floor,wall
wall,teleporter:0,wall,wall,wall,wall,wall,floor,wall,wall,wall,floor,floor,wall,wall,wall,wall,floor,floor,wall
wall,floor,floor,floor,floor,floor,wall,cracked:true,wall,wall,wall,floor,floor,floor,floor,floor,floor,floor,floor,wall
wall,wall,floor,floor,floor,floor,wall,cracked:true,wall,wall,wall,floor,floor,floor,floor,floor,floor,wall,floor,wall
wall,floor,floor,floor,floor,floor,wall,cracked:true,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,floor,wall
wall,enemy:straight:d,floor,floor,floor,enemy:straight:u,wall,cracked:true,wall,key:blue,wall,floor,floor,floor,floor,floor,floor,wall,floor,wall
wall,floor,floor,enemy:wall:a:d,floor,floor,wall,cracked:true,wall,floor,wall,wall,wall,wall,floor,floor,wall,wall,floor,wall
wall,floor,floor,wall,floor,floor,wall,cracked:true,wall,floor,wall,floor,floor,floor,floor,floor,floor,floor,floor,wall
wall,floor,floor,wall,floor,floor,wall,cracked:true,wall,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,wall
wall,floor,floor,wall,floor,floor,wall,cracked:true,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall
wall,floor,floor,floor,floor,floor,wall,cracked:true,wall,wall,wall,wall,floor,floor,floor,floor,floor,floor,fireBoots,wall
wall,floor,floor,floor,floor,floor,wall,floor,wall,wall,wall,wall,floor,wall,wall,wall,wall,wall,wall,wall
wall,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,door:blue,floor,floor,floor,floor,floor,fire,goal,wall
wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall
wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall
wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall
