20,20,,,,,,,,,,,,,,,,,,
wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall
wall,player,floor,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,wall
wall,floor,wall,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,wall
wall,floor,wall,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,wall
wall,floor,wall,water,water,water,water,water,water,water,water,water,water,water,water,water,water,water,goal,wall
wall,floor,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall
wall,floor,door:red,flippers,wall,floor,floor,floor,floor,floor,wall,wall,wall,wall,floor,floor,floor,floor,key:red,wall
wall,floor,wall,wall,wall,floor,floor,floor,floor,floor,wall,wall,wall,wall,floor,floor,floor,floor,floor,wall
wall,floor,floor,fireBoots,fire,floor,floor,floor,floor,floor,wall,wall,wall,wall,floor,floor,floor,floor,floor,wall
wall,wall,wall,wall,wall,floor,floor,floor,floor,floor,wall,wall,wall,wall,floor,floor,floor,floor,floor,wall
wall,wall,wall,wall,wall,floor,floor,floor,floor,floor,wall,wall,wall,wall,floor,floor,floor,floor,floor,wall
wall,wall,wall,wall,wall,fire,fire,fire,fire,fire,wall,wall,wall,wall,floor,floor,floor,floor,floor,wall
wall,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,wall,floor,floor,floor,floor,floor,wall
wall,floor,floor,floor,enemy:wall:a:d,floor,floor,floor,floor,floor,floor,floor,floor,wall,floor,enemy:straight:u,floor,enemy:straight:u,floor,wall
wall,floor,floor,wall,wall,wall,wall,wall,wall,wall,wall,floor,floor,wall,floor,floor,floor,floor,floor,wall
wall,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,wall,floor,floor,floor,floor,floor,wall
wall,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,wall,floor,floor,floor,floor,floor,wall
wall,enemy:straight:r,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,enemy:straight:u,floor,enemy:straight:u,floor,enemy:straight:u,wall
wall,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,floor,wall,token,token,token,token,token,wall
wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall
